token,total_count,baseline_count,up_count_x,down_count_x,baseline_freq,up_freq,down_freq,up_enrichment,down_enrichment,up_vs_down,up_pvalue,down_pvalue,up_significant,down_significant,up_delta_mean,up_delta_std,up_count_y,down_delta_mean,down_delta_std,down_count_y,baseline_rank_mean,up_rank_mean,down_rank_mean,up_rank_change,down_rank_change,category
"
",35,12,11,12,0.0021390374331550803,0.0021446675765256387,0.0022304832713754648,0.013773671452321666,0.06036163394250956,-0.046587962490187894,1.0,1.0,False,False,0.875,1.415317985471816,11.0,2.2386363636363638,1.936858398165817,11.0,1.0,1.0,1.0,0.0,0.0,UP_SUPPRESSED|DOWN_SUPPRESSED
 all,11,5,3,3,0.00089126559714795,0.0005849093390524469,0.0005576208178438662,-0.45571161184889836,-0.5246008667786465,0.06888925492974812,0.820283287015559,0.7683518414530665,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 also,37,10,12,15,0.0017825311942959,0.0023396373562097877,0.0027881040892193307,0.3702589883760526,0.6009300153052125,-0.23067102692915992,0.6714604906165851,0.36500483525479277,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 and,271,90,81,100,0.016042780748663103,0.015792552154416065,0.01858736059479554,-0.020991746708354853,0.21077847649560807,-0.23177022320396293,0.9790130469749262,0.3421856340863651,False,False,-14.4125,6.393641046644183,10.0,-10.20625,5.441453703081354,10.0,1.0,15.5,11.1,-14.5,-10.1,NEUTRAL
 answer,40,13,17,10,0.0023172905525846704,0.003314486254630532,0.0018587360594795538,0.49182096825696603,-0.28756166947779715,0.7793826377347632,0.42663943226554224,0.7511962343651277,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 any,41,17,15,9,0.0030303030303030303,0.002924546695262234,0.0016728624535315986,-0.040674112570054634,-0.7876352726124406,0.746961160042386,1.0,0.20484149213765077,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 are,63,18,29,16,0.0032085561497326204,0.00565412361084032,0.002973977695167286,0.7882139710371908,-0.10010303825073646,0.8883170092879273,0.07649933887581947,0.9604767715093312,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 as,28,8,11,9,0.00142602495543672,0.0021446675765256387,0.0016728624535315986,0.5442883881511017,0.21236472738755943,0.3319236607635423,0.5122722717891575,0.931168663011578,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 asking,30,13,9,8,0.0023172905525846704,0.0017547280171573405,0.001486988847583643,-0.356175938297984,-0.577068286672782,0.220892348374798,0.6669113073785649,0.4366393809010851,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 ass,32,3,18,11,0.0005347593582887701,0.003509456034314681,0.0020446096654275093,2.377178402315843,1.6453241346636658,0.7318542676521773,0.0010878010046975219,0.051080310070855624,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 associated,10,1,6,3,0.00017825311942959,0.0011698186781048938,0.0005576208178438662,1.9366058109298618,1.0603616339425095,0.8762441769873524,0.10256764637734944,0.5877678099722852,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 at,11,6,3,2,0.0010695187165775401,0.0005849093390524469,0.0003717472118959108,-0.6781040331853463,-1.1620307873939384,0.4839267542085921,0.5939956707322199,0.31631911358407366,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 be,118,40,44,34,0.0071301247771836,0.008578670306102555,0.006319702602230483,0.2635519805838486,-0.1679073537306077,0.43145933431445627,0.45840187553964495,0.687203130622172,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 because,10,4,6,0,0.00071301247771836,0.0011698186781048938,0.0,0.6146777160424995,-2.2615664609448527,2.876244176987352,0.646564714042672,0.14463979793662865,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 been,12,5,4,3,0.00089126559714795,0.0007798791187365958,0.0005576208178438662,-0.13378351696153598,-0.5246008667786465,0.39081734981711047,1.0,0.7683518414530665,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 being,13,3,4,6,0.0005347593582887701,0.0007798791187365958,0.0011152416356877324,0.4511789837596201,0.8677165560001138,-0.41653757224049365,0.9055439560691109,0.4654453548485197,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 between,10,3,3,4,0.0005347593582887701,0.0005849093390524469,0.0007434944237918215,0.12925088887225783,0.38228972882987183,-0.253038839957614,1.0,0.955819502998432,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 bit,11,5,4,2,0.00089126559714795,0.0007798791187365958,0.0003717472118959108,-0.13378351696153598,-0.9396383660574904,0.8058548490959544,1.0,0.48334352733900954,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 but,76,26,25,25,0.004634581105169341,0.004874244492103724,0.004646840148698885,0.07480310484988152,0.005913849920133121,0.0688892549297484,0.9681380591472616,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 button,13,10,0,3,0.0017825311942959,0.0,0.0005576208178438662,-3.3301807297650394,-1.3990699846947876,-1.9311107450702518,0.006761061590623403,0.1118501683426439,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 by,51,16,17,18,0.00285204991087344,0.003314486254630532,0.003345724907063197,0.2117130490642308,0.22082630613575566,-0.009113257071524855,0.79644226867347,0.7687205124345753,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 can,45,19,11,15,0.0033868092691622105,0.0021446675765256387,0.0027881040892193307,-0.6077147052939482,-0.26156646094485264,-0.3461482443490956,0.30058549906632426,0.694201662282681,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 cases,11,4,5,2,0.00071301247771836,0.0009748488984207448,0.0003717472118959108,0.3922852947060518,-0.6766039602236964,1.0688892549297482,0.8929586332650301,0.7209714329833652,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 check,29,10,9,10,0.0017825311942959,0.0017547280171573405,0.0018587360594795538,-0.008252634877677141,0.060361633942509874,-0.06861426882018701,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 cheese,15,7,4,4,0.0012477718360071302,0.0007798791187365958,0.0007434944237918215,-0.5488210162403798,-0.6177102711701281,0.06888925492974829,0.648993608629883,0.5933441749736565,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 complex,10,3,3,4,0.0005347593582887701,0.0005849093390524469,0.0007434944237918215,0.12925088887225783,0.38228972882987183,-0.253038839957614,1.0,0.955819502998432,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 consider,10,3,4,3,0.0005347593582887701,0.0007798791187365958,0.0005576208178438662,0.4511789837596201,0.06036163394250956,0.3908173498171106,0.9055439560691109,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 context,36,16,9,11,0.00285204991087344,0.0017547280171573405,0.0020446096654275093,-0.6362838574907193,-0.44213870658667365,-0.1941451509040456,0.32799041392086226,0.5079627621955645,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 correct,10,3,3,4,0.0005347593582887701,0.0005849093390524469,0.0007434944237918215,0.12925088887225783,0.38228972882987183,-0.253038839957614,1.0,0.955819502998432,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 could,21,11,5,5,0.00196078431372549,0.0009748488984207448,0.0009293680297397769,-0.8707491111277421,-0.9396383660574904,0.06888925492974829,0.2833989660791485,0.24305164741387694,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 country,15,4,5,6,0.00071301247771836,0.0009748488984207448,0.0011152416356877324,0.3922852947060518,0.5457884611127514,-0.1535031664066996,0.8929586332650301,0.701967285818226,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 current,17,5,6,6,0.00089126559714795,0.0011698186781048938,0.0011152416356877324,0.3516433102087059,0.2827540552789577,0.06888925492974818,0.8817294959721979,0.9446229250631505,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 detail,10,3,4,3,0.0005347593582887701,0.0007798791187365958,0.0005576208178438662,0.4511789837596201,0.06036163394250956,0.3908173498171106,0.9055439560691109,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 different,25,10,10,5,0.0017825311942959,0.0019496977968414895,0.0009293680297397769,0.12925088887225783,-0.8141074839736314,0.9433583728458892,1.0,0.34079271707611297,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 don,15,6,5,4,0.0010695187165775401,0.0009748488984207448,0.0007434944237918215,-0.09314153246419003,-0.4250651932277321,0.33192366076354207,1.0,0.8024203965546302,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 drink,38,13,11,14,0.0023172905525846704,0.0021446675765256387,0.0026022304832713753,-0.09314153246419003,0.15989730749342404,-0.25303883995761406,1.0,0.9132791388469378,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 each,23,8,8,7,0.00142602495543672,0.0015597582374731916,0.0013011152416356876,0.12925088887225755,-0.10956336749980282,0.23881425637206039,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 enter,20,8,6,6,0.00142602495543672,0.0011698186781048938,0.0011152416356877324,-0.23331919051245048,-0.3022084454421987,0.06888925492974823,0.9204732813047523,0.8500008912473355,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 example,18,2,9,7,0.00035650623885918,0.0017547280171573405,0.0013011152416356876,1.866216483038464,1.4753991332213536,0.39081734981711036,0.04992678545580071,0.16241487662781462,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 explain,11,6,1,4,0.0010695187165775401,0.00019496977968414895,0.0007434944237918215,-1.6781040331853463,-0.4250651932277321,-1.2530388399576142,0.16295276949469592,0.8024203965546302,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 factors,10,4,1,5,0.00071301247771836,0.00019496977968414895,0.0009293680297397769,-1.1926772060151045,0.32339603977630355,-1.5160732457914081,0.42646417443286533,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 figure,15,4,5,6,0.00071301247771836,0.0009748488984207448,0.0011152416356877324,0.3922852947060518,0.5457884611127514,-0.1535031664066996,0.8929586332650301,0.701967285818226,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 final,23,7,8,8,0.0012477718360071302,0.0015597582374731916,0.001486988847583643,0.29917589031457004,0.23028663538482202,0.06888925492974801,0.8620488487435953,0.9353406465366801,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 first,26,11,9,6,0.00196078431372549,0.0017547280171573405,0.0011152416356877324,-0.13378351696153598,-0.7172459447210423,0.5834624277595063,0.9813751529810723,0.3763012840359824,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 for,106,31,30,45,0.00552584670231729,0.005849093390524468,0.008364312267657992,0.08344719925913295,0.5839235899995225,-0.5004763907403896,0.9250223324632901,0.09298953640964056,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 format,13,4,6,3,0.00071301247771836,0.0011698186781048938,0.0005576208178438662,0.6146777160424995,-0.26156646094485264,0.8762441769873521,0.646564714042672,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 from,20,6,8,6,0.0010695187165775401,0.0015597582374731916,0.0011152416356877324,0.49182096825696603,0.06036163394250956,0.4314593343144565,0.6631480174491033,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 has,28,6,16,6,0.0010695187165775401,0.003119516474946383,0.0011152416356877324,1.409358808064993,0.06036163394250956,1.3489971741224835,0.03290708635870936,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 have,36,15,9,12,0.00267379679144385,0.0017547280171573405,0.0022304832713754648,-0.5488210162403798,-0.2391986479163983,-0.3096223683239815,0.4220337529278517,0.7821218849807763,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
